OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Sith he his merci mesured so large,"Sithe he his mercy mesured° so large,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 174,,10,10,Sith he his merci mesured so large,Sithe he his mercy mesured so large,u S u Su SuS u Sx,ux S u Su SuS u Sx,sitthe@conj he@pron1%nom his@pron1%gen merci@n1 mesuren@v%pt_3 so@adv large@adv,sitthe@conj he@pron1%nom his@pron1%gen merci@n1 mesuren@v%pt_3 so@adv large@adv,
"Be ye not skant, for alle we singe and seye",Be ye not skant;° for al we° singe and seye,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 175,,10,10,Be ye not skant for alle we singe and seye,Be ye not skant for al we singe and seye,u S u S u Sx u Sx u S,u S u S u S u Sx u S,ben@v%pr_pl ye@pron%pl_nom not@adv scant@adj for@conj al@gram_adj we@pron%pl_nom singen@v%pr_pl and@conj seien@v1%pr_pl,ben@v%pr_pl ye@pron%pl_nom not@adv scant@adj for@conj al@gram_adj we@pron%pl_nom singen@v%pr_pl and@conj seien@v1%pr_pl,
That ye ben from vengeaunce ay oure targe.,That ye ben from vengeaunce ay our targe.°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 176,,10,10,That ye ben from vengeaunce ay oure targe,That ye ben from vengeaunce ay our targe,u S u S uSux S ux Sx,u S u S uSux S u Sx,that@conj ye@pron%pl_nom ben@v%pr_pl from@prep vengeaunce@n ai@adv oure@pron%pl_gen targe@n1,that@conj ye@pron%pl_nom ben@v%pr_pl from@prep vengeaunce@n ai@adv oure@pron%pl_gen targe@n1,
Zacharie yow clepeth the open welle,Zacharie you clepeth° the open welle°,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 177,,10,10,Zacharie yow clepeth the open welle,Zacharie you clepeth the open welle,uSu S uS u Su Sx,uSu S uS u Su Sx,zacharie@n#propn you@pron%pl_obj clepen@v%pr_3 the@def_art open@adj welle@n,zacharie@n#propn you@pron%pl_obj clepen@v%pr_3 the@def_art open@adj welle@n,
To wasshe sinful soule out of his gilt.,To wasshe sinful soule out of his gilt.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 178,,10,10,To wasshe sinful soule out of his gilt,To wasshe sinful soule out of his gilt,u Su Su Sx u S u S,u Su Su Sx u S u S,to@part washen@v%inf sinful@adj soule@n oute@adv#prep of@prep his@pron1%gen gilt@n1,to@part washen@v%inf sinful@adj soule@n oute@adv#prep of@prep his@pron1%gen gilt@n1,
Therfore this lessoun oughte I wel to telle,Therfor this lessoun ouht° I wel° to telle,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 179,DIFF,10,10,Therfore this lessoun oughte I wel to telle,Therfor this lessoun ouht I wel to telle,uSx u Su Sx u S u Sx,uS u Su S u S u Sx,ther-fore@adv this@gram_adj lessoun@n ouen@v%pt_1 ich@pron%nom wel@adv to@part tellen@v%inf,ther-fore@adv this@gram_adj lessoun@n ouen@v%pt_1 ich@pron%nom wel@adv to@part tellen@v%inf,green
"That, nere thi tender herte, we were spilt.","That, neer° thy tender hert, we weren° spilt.°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 180,DIFF,10,10,That nere thi tender herte we were spilt,That neer thy tender hert we weren spilt,u Sx u Su Sx u Su S,u S u Su S u Su S,that@conj ben@v%pt_3_neg thin@pron%gen tender@adj herte@n we@pron%pl_nom ben@v%pt_pl spillen@v%ppl,that@conj ben@v%pt_3_neg thin@pron%gen tender@adj herte@n we@pron%pl_nom ben@v%pt_pl spillen@v%ppl,green
"Now, ladi bryghte, sith thou canst and wilt","Now lady brighte, sith° thou canst and wilt°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 181,,10,10,Now ladi bryghte sith thou canst and wilt,Now lady brighte sith thou canst and wilt,u Su Su S u S u S,u Su Su S u S u S,nou@adv ladie@n bright@adj sitthe@conj thou@pron%nom connen@v%pr_2 and@conj willen@v%pr_2,nou@adv ladie@n bright@adj sitthe@conj thou@pron%nom connen@v%pr_2 and@conj willen@v%pr_2,
Ben to the seed of Adam merciable,"Ben to the seed of Adam° merciable,°",data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 182,,10,10,Ben to the seed of Adam merciable,Ben to the seed of Adam merciable,u S u S u Su SuSx,u S u S u Su SuSx,ben@v%inf to@prep the@def_art sed@n of@prep adam@n1#propn merciable@adj,ben@v%inf to@prep the@def_art sed@n of@prep adam@n1#propn merciable@adj,
Bring us to that palais that is bilt,And bring us to that palais° that is bilt,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 183,DIFF,9,10,Bring us to that palais that is bilt,And bring us to that palais that is bilt,S u S u Su S u S,u S u S u Su S u S,bringen@v%imp us@pron%pl_obj to@prep that@art&gram_adj palais@n that@pron ben@v%pr_3 bilden@v%ppl,and@conj bringen@v%imp us@pron%pl_obj to@prep that@art&gram_adj palais@n that@pron ben@v%pr_3 bilden@v%ppl,green
To penitentes that ben to merci able. Amen.,To° penitents that ben to mercy able.° Amen.,data/riverside_cats/ABC_riv.cat,data/oxford_txts/ABC_oxford.txt,data/csvs/ABC,ABC 184,,11,11,To penitentes that ben to merci able Amen,To penitents that ben to mercy able Amen,u SuSu S u S ux Sx ux,u SuS u S u Su Sx ux,to@prep penitent@n%pl that@pron ben@v%pr_pl to@prep merci@n1 able@adj amen@interj,to@prep penitent@n%pl that@pron ben@v%pr_pl to@prep merci@n1 able@adj amen@interj,
